Transaction_ID,Month,Year,Region_ID,App_ID,Bank_ID,Transaction_Count,Transaction_Value,Success_Count,Failure_Count,Avg_Ticket_Size
373,2023-05,2023,R14,A01,B05,58140,16120622.43,57263,877,277.27
374,2023-05,2023,R14,A02,B01,60297,13952924.41,59838,459,231.4
375,2023-05,2023,R14,A03,B02,46653,10025318.47,46039,614,214.89
376,2023-05,2023,R14,A04,B09,16296,2856156.89,16116,180,175.27
377,2023-05,2023,R15,A01,B07,76010,24530936.93,74693,1317,322.73
378,2023-05,2023,R15,A02,B10,59556,14676312.41,59203,353,246.43
379,2023-05,2023,R15,A03,B02,36774,10028518.81,36458,316,272.71
380,2023-05,2023,R15,A04,B08,13836,2787735.3,13665,171,201.48
381,2023-05,2023,R16,A01,B12,56349,18521084.19,55721,628,328.69
382,2023-05,2023,R16,A02,B08,60125,17555166.6,59799,326,291.98
383,2023-05,2023,R16,A03,B02,43971,10393763.39,43467,504,236.38
384,2023-05,2023,R16,A04,B11,11853,2214445.61,11763,90,186.83
385,2023-05,2023,R17,A01,B01,86702,24133983.56,85611,1091,278.36
386,2023-05,2023,R17,A02,B05,74317,20008982.15,73214,1103,269.24
387,2023-05,2023,R17,A03,B10,49900,10476561.97,49223,677,209.95
388,2023-05,2023,R17,A04,B11,18271,3366947.9,18159,112,184.28
389,2023-05,2023,R18,A01,B05,104728,36529825.14,104286,442,348.81
390,2023-05,2023,R18,A02,B12,74039,22931624.47,73515,524,309.72
391,2023-05,2023,R18,A03,B01,48639,10947303.19,48126,513,225.07
392,2023-05,2023,R18,A04,B05,21431,4607694.52,21199,232,215.0
393,2023-05,2023,R19,A01,B04,72710,19422962.61,71603,1107,267.13
394,2023-05,2023,R19,A02,B05,78722,24687526.94,78110,612,313.6
395,2023-05,2023,R19,A03,B09,56518,14281244.75,55972,546,252.68
396,2023-05,2023,R19,A04,B11,17257,2757459.28,17047,210,159.79
397,2023-05,2023,R20,A01,B12,90184,25798634.68,88871,1313,286.07
398,2023-05,2023,R20,A02,B10,66602,16985428.29,65750,852,255.03
399,2023-05,2023,R20,A03,B02,43282,10172216.38,42729,553,235.02
400,2023-05,2023,R20,A04,B10,18456,4089375.1,18169,287,221.57
401,2023-06,2023,R01,A01,B10,97027,25015529.35,96129,898,257.82
402,2023-06,2023,R01,A02,B06,64989,18583596.34,64303,686,285.95
403,2023-06,2023,R01,A03,B09,40271,8632268.53,39572,699,214.35
404,2023-06,2023,R01,A04,B01,14364,2418455.61,14221,143,168.37
405,2023-06,2023,R02,A01,B08,151649,54128179.53,149735,1914,356.93
406,2023-06,2023,R02,A02,B06,93599,29525405.25,91986,1613,315.45
407,2023-06,2023,R02,A03,B09,87061,23766964.85,86003,1058,272.99
408,2023-06,2023,R02,A04,B09,33148,6043812.33,32552,596,182.33
409,2023-06,2023,R03,A01,B03,129535,35668670.78,128139,1396,275.36
410,2023-06,2023,R03,A02,B02,84920,22621892.59,83889,1031,266.39
411,2023-06,2023,R03,A03,B03,77355,15089188.26,76924,431,195.06
412,2023-06,2023,R03,A04,B10,22965,4727660.34,22630,335,205.86
413,2023-06,2023,R04,A01,B07,102754,36564019.18,102130,624,355.84
414,2023-06,2023,R04,A02,B10,103114,23864129.77,102487,627,231.43
415,2023-06,2023,R04,A03,B10,63948,15846379.0,63315,633,247.8
416,2023-06,2023,R04,A04,B12,22533,4951922.51,22149,384,219.76
417,2023-06,2023,R05,A01,B09,73374,21849804.76,72225,1149,297.79
418,2023-06,2023,R05,A02,B04,47165,12760691.37,46413,752,270.55
419,2023-06,2023,R05,A03,B06,35235,7658288.24,34774,461,217.35
420,2023-06,2023,R05,A04,B04,13255,2771027.99,13043,212,209.06
421,2023-06,2023,R06,A01,B01,65412,20153208.99,65008,404,308.1
422,2023-06,2023,R06,A02,B04,51530,14905926.76,51205,325,289.27
423,2023-06,2023,R06,A03,B05,37639,8377504.9,37281,358,222.58
424,2023-06,2023,R06,A04,B05,11140,2150469.15,11032,108,193.04
425,2023-06,2023,R07,A01,B01,65782,20017988.11,65008,774,304.31
426,2023-06,2023,R07,A02,B03,54266,15723400.61,53546,720,289.75
427,2023-06,2023,R07,A03,B02,33944,8965254.86,33597,347,264.12
428,2023-06,2023,R07,A04,B03,12228,2127722.38,12140,88,174.0
429,2023-06,2023,R08,A01,B09,147502,41365133.79,146209,1293,280.44
430,2023-06,2023,R08,A02,B01,91779,24880824.47,91340,439,271.09
431,2023-06,2023,R08,A03,B03,79396,16613563.21,78379,1017,209.25
432,2023-06,2023,R08,A04,B06,27653,4723037.87,27165,488,170.8
433,2023-06,2023,R09,A01,B06,121532,43670712.64,120923,609,359.34
434,2023-06,2023,R09,A02,B03,90971,28799039.69,89754,1217,316.57
435,2023-06,2023,R09,A03,B10,61441,15526009.66,60503,938,252.7
436,2023-06,2023,R09,A04,B04,25908,4713656.27,25570,338,181.94
437,2023-06,2023,R10,A01,B03,92606,27628920.02,91118,1488,298.35
438,2023-06,2023,R10,A02,B06,105525,25699854.18,104238,1287,243.54
439,2023-06,2023,R10,A03,B02,57611,14943323.79,57053,558,259.38
440,2023-06,2023,R10,A04,B03,25659,4925703.97,25213,446,191.97
441,2023-06,2023,R11,A01,B10,49604,14769580.6,48938,666,297.75
442,2023-06,2023,R11,A02,B06,42649,13117932.73,41953,696,307.58
443,2023-06,2023,R11,A03,B12,31306,8525323.19,31051,255,272.32
444,2023-06,2023,R11,A04,B12,10485,1722355.94,10406,79,164.27
445,2023-06,2023,R12,A01,B04,112508,39856861.7,110771,1737,354.26
446,2023-06,2023,R12,A02,B05,121223,35480909.88,120620,603,292.69
447,2023-06,2023,R12,A03,B11,82074,20542763.42,81600,474,250.3
448,2023-06,2023,R12,A04,B08,33167,6085936.7,32948,219,183.49
449,2023-06,2023,R13,A01,B02,143019,48020215.63,141837,1182,335.76
450,2023-06,2023,R13,A02,B05,83899,22361697.06,82912,987,266.53
451,2023-06,2023,R13,A03,B10,74847,16791938.09,74395,452,224.35
452,2023-06,2023,R13,A04,B04,26398,5926931.27,26260,138,224.52
453,2023-06,2023,R14,A01,B05,81214,28088673.64,80772,442,345.86
454,2023-06,2023,R14,A02,B05,54312,13612130.66,53778,534,250.63
455,2023-06,2023,R14,A03,B11,35355,9263267.4,35044,311,262.01
456,2023-06,2023,R14,A04,B02,16229,3311149.46,16075,154,204.03
457,2023-06,2023,R15,A01,B09,60448,20047386.31,59756,692,331.65
458,2023-06,2023,R15,A02,B02,48136,12591433.2,47607,529,261.58
459,2023-06,2023,R15,A03,B09,32793,7990729.99,32205,588,243.67
460,2023-06,2023,R15,A04,B08,14464,3184029.75,14210,254,220.13
461,2023-06,2023,R16,A01,B07,73026,22172289.4,71787,1239,303.62
462,2023-06,2023,R16,A02,B05,59188,18232368.58,58711,477,308.04
463,2023-06,2023,R16,A03,B08,40811,9495906.43,40185,626,232.68
464,2023-06,2023,R16,A04,B01,14670,2852350.01,14586,84,194.43
465,2023-06,2023,R17,A01,B11,91241,28389372.86,90757,484,311.15
466,2023-06,2023,R17,A02,B09,75759,18836002.63,74463,1296,248.63
467,2023-06,2023,R17,A03,B12,46423,11821554.83,45667,756,254.65
468,2023-06,2023,R17,A04,B11,19082,3467223.92,18803,279,181.7
469,2023-06,2023,R18,A01,B12,80036,28872403.41,79375,661,360.74
470,2023-06,2023,R18,A02,B02,79920,23237126.07,79336,584,290.75
471,2023-06,2023,R18,A03,B01,57433,13971911.0,56836,597,243.27
472,2023-06,2023,R18,A04,B07,20309,3506952.64,20046,263,172.68
473,2023-06,2023,R19,A01,B07,79047,23320038.25,78242,805,295.01
474,2023-06,2023,R19,A02,B03,87610,21575867.99,86955,655,246.27
475,2023-06,2023,R19,A03,B12,58918,11265023.45,58561,357,191.2
476,2023-06,2023,R19,A04,B11,20438,4071353.16,20165,273,199.21
477,2023-06,2023,R20,A01,B09,82740,27963337.74,82032,708,337.97
478,2023-06,2023,R20,A02,B05,52732,14688646.98,52045,687,278.55
479,2023-06,2023,R20,A03,B10,46820,11908046.07,46241,579,254.34
480,2023-06,2023,R20,A04,B05,14165,3082924.96,14079,86,217.64
481,2023-07,2023,R01,A01,B06,70045,20851169.79,69449,596,297.68
482,2023-07,2023,R01,A02,B02,67586,17459285.31,66780,806,258.33
483,2023-07,2023,R01,A03,B12,51654,10491749.35,51009,645,203.12
484,2023-07,2023,R01,A04,B08,18930,3149980.68,18777,153,166.4
485,2023-07,2023,R02,A01,B06,125075,43065037.62,123268,1807,344.31
486,2023-07,2023,R02,A02,B11,125361,35208893.1,124046,1315,280.86
487,2023-07,2023,R02,A03,B07,78154,16059447.88,76984,1170,205.48
488,2023-07,2023,R02,A04,B06,32603,5049427.7,32215,388,154.88
489,2023-07,2023,R03,A01,B09,112618,37975194.34,111856,762,337.2
490,2023-07,2023,R03,A02,B06,98349,22954801.25,97392,957,233.4
491,2023-07,2023,R03,A03,B02,64535,16333221.27,63970,565,253.09
492,2023-07,2023,R03,A04,B03,19888,3924635.58,19655,233,197.34
493,2023-07,2023,R04,A01,B02,95265,25689931.85,94225,1040,269.67
494,2023-07,2023,R04,A02,B04,92003,21554217.2,90601,1402,234.28
495,2023-07,2023,R04,A03,B11,59069,15855824.85,58110,959,268.43
496,2023-07,2023,R04,A04,B09,16984,2883206.17,16853,131,169.76
497,2023-07,2023,R05,A01,B03,51442,13275415.13,50944,498,258.07
498,2023-07,2023,R05,A02,B07,54623,13578833.3,53894,729,248.59
499,2023-07,2023,R05,A03,B10,38124,9047131.9,37471,653,237.31
500,2023-07,2023,R05,A04,B12,14475,3127328.89,14324,151,216.05
501,2023-07,2023,R06,A01,B10,61226,17681101.72,60935,291,288.78
502,2023-07,2023,R06,A02,B09,57202,18470498.86,56578,624,322.9
503,2023-07,2023,R06,A03,B09,32668,7627204.59,32131,537,233.48
504,2023-07,2023,R06,A04,B06,13586,2508712.6,13474,112,184.65
505,2023-07,2023,R07,A01,B07,47233,17199643.23,46600,633,364.14
506,2023-07,2023,R07,A02,B08,43196,12765838.78,42430,766,295.53
507,2023-07,2023,R07,A03,B08,33839,7554058.65,33658,181,223.24
508,2023-07,2023,R07,A04,B10,12999,2594181.8,12766,233,199.57
509,2023-07,2023,R08,A01,B10,99594,31399531.12,98596,998,315.28
510,2023-07,2023,R08,A02,B03,96848,21564929.7,95698,1150,222.67
511,2023-07,2023,R08,A03,B10,72400,17360678.83,71577,823,239.79
512,2023-07,2023,R08,A04,B04,28100,5113547.32,27607,493,181.98
513,2023-07,2023,R09,A01,B04,86804,31903514.6,85452,1352,367.54
514,2023-07,2023,R09,A02,B04,94922,24219273.28,93978,944,255.15
515,2023-07,2023,R09,A03,B10,60175,11869441.84,59193,982,197.25
516,2023-07,2023,R09,A04,B10,22222,4701950.25,22125,97,211.59
517,2023-07,2023,R10,A01,B07,130871,36242481.41,128706,2165,276.93
518,2023-07,2023,R10,A02,B02,88721,28496556.29,88099,622,321.19
519,2023-07,2023,R10,A03,B02,60683,11754108.55,60144,539,193.7
520,2023-07,2023,R10,A04,B06,24436,4351938.19,24137,299,178.1
521,2023-07,2023,R11,A01,B02,54946,14377481.79,54612,334,261.67
522,2023-07,2023,R11,A02,B11,48771,11045121.23,48402,369,226.47
523,2023-07,2023,R11,A03,B08,30273,8117601.85,30077,196,268.15
524,2023-07,2023,R11,A04,B07,12849,2005299.08,12623,226,156.07
525,2023-07,2023,R12,A01,B08,115870,31224950.73,114578,1292,269.48
526,2023-07,2023,R12,A02,B04,127857,32406323.15,126865,992,253.46
527,2023-07,2023,R12,A03,B03,79393,20645812.45,78293,1100,260.05
528,2023-07,2023,R12,A04,B10,30341,6662415.91,30149,192,219.58
529,2023-07,2023,R13,A01,B04,103305,37644544.53,102013,1292,364.4
530,2023-07,2023,R13,A02,B03,117597,31752914.23,116224,1373,270.01
531,2023-07,2023,R13,A03,B11,75286,16050608.87,74491,795,213.2
532,2023-07,2023,R13,A04,B07,25277,4033592.2,25104,173,159.58
533,2023-07,2023,R14,A01,B12,74876,24869227.98,74468,408,332.14
534,2023-07,2023,R14,A02,B11,62915,19806912.89,62090,825,314.82
535,2023-07,2023,R14,A03,B08,42545,10463959.61,41938,607,245.95
536,2023-07,2023,R14,A04,B06,11356,2326030.96,11243,113,204.83
537,2023-07,2023,R15,A01,B09,54877,17076199.31,54089,788,311.17
538,2023-07,2023,R15,A02,B08,48728,15600581.36,48479,249,320.16
539,2023-07,2023,R15,A03,B11,35067,9200146.37,34670,397,262.36
540,2023-07,2023,R15,A04,B05,14413,2773222.6,14343,70,192.41
541,2023-07,2023,R16,A01,B04,71688,26066908.47,71200,488,363.62
542,2023-07,2023,R16,A02,B09,64131,20620294.22,63222,909,321.53
543,2023-07,2023,R16,A03,B01,36601,10002303.09,36094,507,273.28
544,2023-07,2023,R16,A04,B04,16407,3686715.44,16204,203,224.7
545,2023-07,2023,R17,A01,B08,62364,17623988.67,61575,789,282.6
546,2023-07,2023,R17,A02,B09,73098,16215127.21,71862,1236,221.83
547,2023-07,2023,R17,A03,B07,51330,12291310.89,50830,500,239.46
548,2023-07,2023,R17,A04,B09,15174,3123468.13,14918,256,205.84
549,2023-07,2023,R18,A01,B04,93966,32218012.48,93168,798,342.87
550,2023-07,2023,R18,A02,B12,85896,24020368.0,84409,1487,279.64
551,2023-07,2023,R18,A03,B06,49961,13014395.97,49626,335,260.49
552,2023-07,2023,R18,A04,B07,21226,4728651.66,21095,131,222.78
553,2023-07,2023,R19,A01,B08,78877,23205721.66,78293,584,294.2
554,2023-07,2023,R19,A02,B01,68245,17706456.03,67266,979,259.45
555,2023-07,2023,R19,A03,B10,47202,11183376.98,46730,472,236.93
556,2023-07,2023,R19,A04,B01,16507,2718678.12,16426,81,164.7
557,2023-07,2023,R20,A01,B02,88192,26234590.76,87400,792,297.47
558,2023-07,2023,R20,A02,B07,62469,19051870.96,61798,671,304.98
559,2023-07,2023,R20,A03,B06,37756,7761268.32,37409,347,205.56
560,2023-07,2023,R20,A04,B10,14954,2905885.52,14805,149,194.32
561,2023-08,2023,R01,A01,B12,79143,21955234.53,78008,1135,277.41
562,2023-08,2023,R01,A02,B10,76963,24021579.01,76089,874,312.12
563,2023-08,2023,R01,A03,B07,45340,11167711.36,44620,720,246.31
564,2023-08,2023,R01,A04,B03,14038,2620612.31,13848,190,186.68
565,2023-08,2023,R02,A01,B12,123800,32834940.48,123224,576,265.23
566,2023-08,2023,R02,A02,B04,101113,25550084.15,100634,479,252.69
567,2023-08,2023,R02,A03,B07,80612,15658598.18,79295,1317,194.25
568,2023-08,2023,R02,A04,B04,32523,5726739.65,32133,390,176.08
569,2023-08,2023,R03,A01,B11,93064,25589205.67,92499,565,274.96
570,2023-08,2023,R03,A02,B10,77761,20536357.36,76765,996,264.1
571,2023-08,2023,R03,A03,B03,61923,15543113.24,61260,663,251.01
572,2023-08,2023,R03,A04,B07,22166,4138597.03,21826,340,186.71
573,2023-08,2023,R04,A01,B07,105370,39375157.79,103723,1647,373.68
574,2023-08,2023,R04,A02,B04,69024,19690847.72,68275,749,285.28
575,2023-08,2023,R04,A03,B04,56589,11348354.74,55589,1000,200.54
576,2023-08,2023,R04,A04,B04,19724,4215452.75,19525,199,213.72
577,2023-08,2023,R05,A01,B10,53044,15898407.7,52287,757,299.72
578,2023-08,2023,R05,A02,B09,42935,10966648.8,42335,600,255.42
579,2023-08,2023,R05,A03,B04,30628,8102536.95,30184,444,264.55
580,2023-08,2023,R05,A04,B10,12577,2762318.14,12516,61,219.63
581,2023-08,2023,R06,A01,B04,61074,20943635.51,60735,339,342.92
582,2023-08,2023,R06,A02,B02,62564,17884988.29,61579,985,285.87
583,2023-08,2023,R06,A03,B09,39256,8574075.64,38796,460,218.41
584,2023-08,2023,R06,A04,B03,13569,2856508.34,13328,241,210.52
585,2023-08,2023,R07,A01,B12,48328,16149280.22,48123,205,334.16
586,2023-08,2023,R07,A02,B07,54829,16549133.9,54044,785,301.83
587,2023-08,2023,R07,A03,B08,33852,8799365.61,33301,551,259.94
588,2023-08,2023,R07,A04,B09,9896,1926891.53,9848,48,194.71
589,2023-08,2023,R08,A01,B12,128548,40137332.22,127393,1155,312.24
590,2023-08,2023,R08,A02,B03,102430,30743468.31,100986,1444,300.14
591,2023-08,2023,R08,A03,B02,56642,12992392.72,56018,624,229.38
592,2023-08,2023,R08,A04,B09,22666,4778137.38,22453,213,210.81
593,2023-08,2023,R09,A01,B12,116293,35245919.65,114678,1615,303.08
594,2023-08,2023,R09,A02,B11,97064,23351769.35,96585,479,240.58
595,2023-08,2023,R09,A03,B01,49058,10317795.55,48408,650,210.32
596,2023-08,2023,R09,A04,B06,18858,3489863.3,18523,335,185.06
597,2023-08,2023,R10,A01,B12,127946,35660045.4,127203,743,278.71
598,2023-08,2023,R10,A02,B12,106805,29976895.4,106093,712,280.67
599,2023-08,2023,R10,A03,B09,69774,14058172.49,69003,771,201.48
600,2023-08,2023,R10,A04,B05,21146,3778975.48,20808,338,178.71
601,2023-08,2023,R11,A01,B12,59253,22195392.18,58350,903,374.59
602,2023-08,2023,R11,A02,B12,43319,12033298.68,43100,219,277.78
603,2023-08,2023,R11,A03,B06,27375,7171912.72,26986,389,261.99
604,2023-08,2023,R11,A04,B11,12631,2487576.43,12404,227,196.94
605,2023-08,2023,R12,A01,B07,152139,41074818.49,150479,1660,269.98
606,2023-08,2023,R12,A02,B12,106758,26278571.32,106213,545,246.15
607,2023-08,2023,R12,A03,B07,66942,13929919.79,65800,1142,208.09
608,2023-08,2023,R12,A04,B08,31236,6320429.44,30930,306,202.34
609,2023-08,2023,R13,A01,B08,123174,38733872.68,121484,1690,314.46
610,2023-08,2023,R13,A02,B01,109944,32705947.13,108222,1722,297.48
611,2023-08,2023,R13,A03,B10,55427,11207476.56,54735,692,202.2
612,2023-08,2023,R13,A04,B08,25274,5598480.75,25133,141,221.51
613,2023-08,2023,R14,A01,B03,59231,18922543.72,58979,252,319.47
614,2023-08,2023,R14,A02,B06,47081,10999435.19,46585,496,233.63
615,2023-08,2023,R14,A03,B09,37531,8515600.42,36913,618,226.9
616,2023-08,2023,R14,A04,B07,11475,2184074.68,11377,98,190.33
617,2023-08,2023,R15,A01,B11,58413,15022254.19,57682,731,257.17
618,2023-08,2023,R15,A02,B10,50317,13149512.35,50003,314,261.33
619,2023-08,2023,R15,A03,B06,40218,9056771.91,39910,308,225.19
620,2023-08,2023,R15,A04,B11,11928,1878421.85,11866,62,157.48
621,2023-08,2023,R16,A01,B04,59075,20293050.53,58179,896,343.51
622,2023-08,2023,R16,A02,B10,59149,13602915.51,58301,848,229.98
623,2023-08,2023,R16,A03,B08,30651,6196384.82,30215,436,202.16
624,2023-08,2023,R16,A04,B09,11584,1866180.7,11420,164,161.1
625,2023-08,2023,R17,A01,B06,87402,28996462.35,86544,858,331.76
626,2023-08,2023,R17,A02,B09,66439,18809553.28,65292,1147,283.11
627,2023-08,2023,R17,A03,B05,44989,8692683.42,44630,359,193.22
628,2023-08,2023,R17,A04,B02,15546,2715105.25,15350,196,174.65
629,2023-08,2023,R18,A01,B03,81491,21175720.54,81106,385,259.85
630,2023-08,2023,R18,A02,B03,87747,26850459.44,86596,1151,306.0
631,2023-08,2023,R18,A03,B09,61042,13205335.97,60422,620,216.33
632,2023-08,2023,R18,A04,B03,20586,4428223.65,20246,340,215.11
633,2023-08,2023,R19,A01,B02,78531,20059370.35,77357,1174,255.43
634,2023-08,2023,R19,A02,B06,69756,19540853.19,69101,655,280.13
635,2023-08,2023,R19,A03,B09,51368,13320085.64,50756,612,259.31
636,2023-08,2023,R19,A04,B11,19444,3987891.85,19201,243,205.1
637,2023-08,2023,R20,A01,B07,63389,18200786.35,62885,504,287.13
638,2023-08,2023,R20,A02,B02,61411,14311850.22,60993,418,233.05
639,2023-08,2023,R20,A03,B11,44358,10201688.58,44141,217,229.99
640,2023-08,2023,R20,A04,B03,18251,3557205.1,18071,180,194.9
641,2023-09,2023,R01,A01,B10,68932,24145233.99,68067,865,350.28
642,2023-09,2023,R01,A02,B11,68325,16369146.23,67665,660,239.58
643,2023-09,2023,R01,A03,B09,49139,9314774.61,48302,837,189.56
644,2023-09,2023,R01,A04,B04,14633,2415962.35,14424,209,165.1
645,2023-09,2023,R02,A01,B08,129605,41535413.19,128484,1121,320.48
646,2023-09,2023,R02,A02,B07,91812,24755023.28,90362,1450,269.63
647,2023-09,2023,R02,A03,B02,86768,21896062.45,85806,962,252.35
648,2023-09,2023,R02,A04,B03,23743,3860415.65,23481,262,162.59
649,2023-09,2023,R03,A01,B04,109361,28595355.13,107599,1762,261.48
650,2023-09,2023,R03,A02,B01,94509,26891494.84,94077,432,284.54
651,2023-09,2023,R03,A03,B04,59635,13782967.84,58660,975,231.12
652,2023-09,2023,R03,A04,B04,25402,5202844.25,25102,300,204.82
653,2023-09,2023,R04,A01,B03,119333,34567264.07,117226,2107,289.67
654,2023-09,2023,R04,A02,B04,71191,17650201.83,69989,1202,247.93
655,2023-09,2023,R04,A03,B05,67761,13604813.66,66882,879,200.78
656,2023-09,2023,R04,A04,B03,20981,3574715.21,20689,292,170.38
657,2023-09,2023,R05,A01,B03,58486,16689786.34,58218,268,285.36
658,2023-09,2023,R05,A02,B11,52726,11973117.28,52206,520,227.08
659,2023-09,2023,R05,A03,B01,43141,8735867.97,42381,760,202.5
660,2023-09,2023,R05,A04,B06,14413,2542109.58,14263,150,176.38
661,2023-09,2023,R06,A01,B10,62418,17342126.41,61407,1011,277.84
662,2023-09,2023,R06,A02,B01,48319,11330794.78,48051,268,234.5
663,2023-09,2023,R06,A03,B12,34332,9378560.2,34135,197,273.17
664,2023-09,2023,R06,A04,B11,14532,2492279.03,14279,253,171.5
665,2023-09,2023,R07,A01,B05,48763,14452796.1,48476,287,296.39
666,2023-09,2023,R07,A02,B10,52348,15278830.19,51451,897,291.87
667,2023-09,2023,R07,A03,B12,33959,8595733.84,33783,176,253.12
668,2023-09,2023,R07,A04,B01,13508,2383042.9,13315,193,176.42
669,2023-09,2023,R08,A01,B08,132146,38461548.62,129944,2202,291.05
670,2023-09,2023,R08,A02,B08,95264,23757632.34,94284,980,249.39
671,2023-09,2023,R08,A03,B05,75395,19606200.79,74913,482,260.05
672,2023-09,2023,R08,A04,B01,30166,6391810.92,29816,350,211.89
673,2023-09,2023,R09,A01,B03,119515,36643192.01,118078,1437,306.6
674,2023-09,2023,R09,A02,B03,69435,21227605.37,68853,582,305.72
675,2023-09,2023,R09,A03,B01,68976,15916040.3,68489,487,230.75
676,2023-09,2023,R09,A04,B12,20941,4039591.35,20754,187,192.9
677,2023-09,2023,R10,A01,B11,89511,30905548.11,88024,1487,345.27
678,2023-09,2023,R10,A02,B11,90825,26283456.85,90169,656,289.39
679,2023-09,2023,R10,A03,B04,59506,13853147.97,58448,1058,232.8
680,2023-09,2023,R10,A04,B09,22861,3668371.57,22769,92,160.46
681,2023-09,2023,R11,A01,B02,49468,17531417.13,48948,520,354.4
682,2023-09,2023,R11,A02,B02,45400,10494714.33,44921,479,231.16
683,2023-09,2023,R11,A03,B11,30378,6872289.75,29961,417,226.23
684,2023-09,2023,R11,A04,B08,8770,1474366.57,8675,95,168.11
685,2023-09,2023,R12,A01,B03,147345,49655125.3,146255,1090,337.0
686,2023-09,2023,R12,A02,B02,118734,30867530.81,116988,1746,259.97
687,2023-09,2023,R12,A03,B02,76440,20807892.17,76075,365,272.21
688,2023-09,2023,R12,A04,B06,25459,4971199.57,25193,266,195.26
689,2023-09,2023,R13,A01,B11,117484,37173745.68,116329,1155,316.42
690,2023-09,2023,R13,A02,B09,114465,26267264.75,113634,831,229.48
691,2023-09,2023,R13,A03,B07,81821,19422052.48,80936,885,237.37
692,2023-09,2023,R13,A04,B12,28879,5319147.69,28391,488,184.19
693,2023-09,2023,R14,A01,B01,55960,20629830.48,55538,422,368.65
694,2023-09,2023,R14,A02,B09,59194,13258135.81,58179,1015,223.98
695,2023-09,2023,R14,A03,B01,35999,8049138.68,35407,592,223.59
696,2023-09,2023,R14,A04,B07,17028,3375288.9,16931,97,198.22
697,2023-09,2023,R15,A01,B10,64275,16567126.24,63891,384,257.75
698,2023-09,2023,R15,A02,B02,54976,16813758.96,54709,267,305.84
699,2023-09,2023,R15,A03,B10,34604,8156527.83,34428,176,235.71
700,2023-09,2023,R15,A04,B07,15844,3218359.68,15564,280,203.13
701,2023-09,2023,R16,A01,B10,73444,22523814.93,72453,991,306.68
702,2023-09,2023,R16,A02,B06,52037,15731318.2,51696,341,302.31
703,2023-09,2023,R16,A03,B09,39653,9859396.44,38986,667,248.64
704,2023-09,2023,R16,A04,B02,14138,2190683.43,14065,73,154.95
705,2023-09,2023,R17,A01,B01,87930,28856797.57,86864,1066,328.18
706,2023-09,2023,R17,A02,B09,73116,19194751.57,72060,1056,262.52
707,2023-09,2023,R17,A03,B12,48003,9887833.97,47304,699,205.98
708,2023-09,2023,R17,A04,B01,17881,3888604.8,17790,91,217.47
709,2023-09,2023,R18,A01,B12,85798,23483960.89,84899,899,273.71
710,2023-09,2023,R18,A02,B06,91156,20250274.18,90096,1060,222.15
711,2023-09,2023,R18,A03,B12,62221,11684951.52,61282,939,187.8
712,2023-09,2023,R18,A04,B03,17843,3240562.5,17676,167,181.62
713,2023-09,2023,R19,A01,B03,73978,20364282.48,73344,634,275.27
714,2023-09,2023,R19,A02,B11,79224,18534752.71,78182,1042,233.95
715,2023-09,2023,R19,A03,B06,41102,9257454.58,40840,262,225.23
716,2023-09,2023,R19,A04,B02,19138,3582984.84,19004,134,187.22
717,2023-09,2023,R20,A01,B11,62813,16458574.48,62209,604,262.02
718,2023-09,2023,R20,A02,B11,53889,14339818.5,53521,368,266.1
719,2023-09,2023,R20,A03,B07,43611,10121225.62,43192,419,232.08
720,2023-09,2023,R20,A04,B02,15730,3078190.87,15500,230,195.69
721,2023-10,2023,R01,A01,B07,80136,28046296.07,79006,1130,349.98
722,2023-10,2023,R01,A02,B12,61659,19392933.42,61187,472,314.52
723,2023-10,2023,R01,A03,B07,51059,12363972.93,50303,756,242.15
724,2023-10,2023,R01,A04,B02,18126,3395898.06,17816,310,187.35
725,2023-10,2023,R02,A01,B06,137202,41079300.62,135109,2093,299.41
726,2023-10,2023,R02,A02,B05,132738,31828740.79,130823,1915,239.79
727,2023-10,2023,R02,A03,B04,87875,22958132.97,86391,1484,261.26
728,2023-10,2023,R02,A04,B06,24088,4016147.38,23716,372,166.73
729,2023-10,2023,R03,A01,B10,111095,40218680.21,110633,462,362.02
730,2023-10,2023,R03,A02,B11,111673,36150940.37,110464,1209,323.72
731,2023-10,2023,R03,A03,B08,68212,18509509.03,67471,741,271.35
732,2023-10,2023,R03,A04,B10,26912,5954235.74,26803,109,221.25
733,2023-10,2023,R04,A01,B07,83487,30591724.94,82818,669,366.43
734,2023-10,2023,R04,A02,B12,70616,17159108.17,70162,454,242.99
735,2023-10,2023,R04,A03,B06,70891,15140492.86,70238,653,213.57
736,2023-10,2023,R04,A04,B05,22866,5134474.74,22534,332,224.55
737,2023-10,2023,R05,A01,B01,52428,14063880.01,51879,549,268.25
738,2023-10,2023,R05,A02,B11,46697,12481394.08,45864,833,267.28
739,2023-10,2023,R05,A03,B12,40376,9244642.13,39721,655,228.96
740,2023-10,2023,R05,A04,B05,13590,3026725.88,13387,203,222.72
741,2023-10,2023,R06,A01,B01,59452,16476458.88,59162,290,277.14
742,2023-10,2023,R06,A02,B05,56835,13961025.07,56050,785,245.64
743,2023-10,2023,R06,A03,B04,34634,8688333.63,34214,420,250.86
744,2023-10,2023,R06,A04,B06,13147,2567022.02,13037,110,195.26
745,2023-10,2023,R07,A01,B07,47000,16789513.94,46291,709,357.22
746,2023-10,2023,R07,A02,B04,49379,11227934.53,48966,413,227.38
